scope,u_start_px,u_end_px,v_start_px,v_end_px,lambda_start_mm,lambda_end_mm,point_count,unique_frame_count,frame_ids,frame_median_residual_mean_mm,frame_median_residual_std_mm,frame_median_residual_range_mm,between_frame_variance_mm2,within_frame_variance_mm2,between_fraction,contains_frame027,frame_median_residuals
leave027_out,1856,1888,2340,2370,640.0,645.0,45,2,001;028,-0.0675567989718786,0.006731236642492245,0.00951940615135527,3.166813564074556e-05,0.000531690486146406,0.05621310194966791,False,001:-0.072316502;028:-0.0627970959
leave027_out,1856,1888,2340,2370,645.0,650.0,23,2,005;016,0.017983661770188064,0.027215913384459448,0.03848911382067399,0.0006648976514111937,0.0013677499133128235,0.3271091668572019,False,005:0.0372282187;016:-0.00126089514
leave027_out,1856,1888,2370,2400,640.0,645.0,39,3,001;016;028,-0.03874032527134356,0.04957993582731218,0.09772361105586924,0.0012667073077815526,0.0009592451190344785,0.5690630637571314,False,001:-0.0827477858;016:0.0149758253;028:-0.0484490153
leave027_out,1856,1888,2370,2400,645.0,650.0,19,2,005;016,0.007810750890030249,0.043538554346274835,0.06157281404261994,0.001094426561629265,0.000904143418096634,0.5476048238147578,False,005:0.0385971579;016:-0.0229756561
leave027_out,1856,1888,2400,2430,640.0,645.0,34,2,016;028,-0.039916029020361066,0.0339694680684129,0.048040082448949306,0.0004163966801847788,0.0013313353019066409,0.23824973419923268,False,016:-0.0158959878;028:-0.0639360702
leave027_out,1856,1888,2430,2460,640.0,645.0,34,2,016;028,-0.018348762089090087,0.021192312694397884,0.029970456030468995,0.00033551497883463143,0.0005311882434524982,0.38711633948844243,False,016:-0.00336353407;028:-0.0333339901
leave027_out,1856,1888,2460,2490,640.0,645.0,33,2,016;028,-0.025517269258074293,0.045677521877670206,0.06459777093499497,0.0007449460899995696,0.00112811877145513,0.3977150526549378,False,016:0.00678161621;028:-0.0578161547
leave027_out,1856,1888,2490,2520,640.0,645.0,29,2,016;028,-0.029651574770241496,0.04227693865076307,0.05978862001552443,0.0007713628708635892,0.0009136596180059992,0.4577760094947246,False,016:0.000242735238;028:-0.0595458848
leave027_out,1888,1920,600,630,650.0,655.0,24,2,004;005,0.029595674629860014,0.018279324358323912,0.025850868418558548,5.776623321300603e-05,0.0009731794224820516,0.056032277641308234,False,004:0.0166702404;005:0.0425211088
leave027_out,1888,1920,630,660,650.0,655.0,29,2,004;005,0.012985054034487575,0.001108985795260624,0.0015683427521366866,4.2578373559446896e-05,0.0011086544771639548,0.03698502308433248,False,004:0.0122008827;005:0.0137692254
leave027_out,1888,1920,660,690,650.0,655.0,32,2,004;005,0.015745422510718754,0.03112256115096009,0.04401394807547376,0.0010363644128095198,0.0010114702248644344,0.5060781733756984,False,004:0.0377523965;005:-0.00626155153
leave027_out,1888,1920,690,720,650.0,655.0,25,2,004;005,-0.02154231314733579,0.005474878693781378,0.007742647701093119,8.356044011680963e-05,0.0017502953583176425,0.045565436599837625,False,004:-0.0176709893;005:-0.025413637
leave027_out,1888,1920,720,750,650.0,655.0,30,2,004;005,-0.01274687096028515,0.037523611461154294,0.05306640023758291,0.0004964831953223036,0.0011533293325041302,0.3009330981238224,False,004:-0.0392800711;005:0.0137863292
leave027_out,1888,1920,750,780,650.0,655.0,28,2,004;005,-0.0021299197325106434,0.04635749565421621,0.06555939907184438,0.0008339868940182806,0.0010955819401847378,0.43221411915203706,False,004:-0.0349096193;005:0.0306497798
leave027_out,1888,1920,780,810,650.0,655.0,28,2,004;005,-0.05200383272148201,0.01473227334109375,0.02083458076356237,8.256240448145246e-07,0.002341627872696131,0.0003524612317654182,False,004:-0.0415865423;005:-0.0624211231
leave027_out,1888,1920,810,840,650.0,655.0,33,2,004;005,-0.013418840982296842,0.01803965834280442,0.025511929488970964,0.00021922325276283142,0.0006398613081738839,0.2551823915026457,False,004:-0.0261748057;005:-0.000662876238
leave027_out,1888,1920,840,870,650.0,655.0,29,2,004;005,-0.020595563107178805,0.017485326156502046,0.024727985393042218,0.000156609550134589,0.0005681175611346901,0.21609451019474732,False,004:-0.0329595558;005:-0.00823157041
leave027_out,1888,1920,870,900,650.0,655.0,27,2,004;005,-0.008157091966410235,0.02022667366302714,0.02860483621594767,0.000138962674261803,0.0006286222739301706,0.18103882129154042,False,004:-0.0224595101;005:0.00614532614
leave027_out,1888,1920,900,930,650.0,655.0,36,2,004;005,-0.012553949735547576,0.0012073605450939108,0.0017074656575459812,1.275098675740759e-05,0.001082226206266543,0.011644979309745939,False,004:-0.0117002169;005:-0.0134076826
leave027_out,1888,1920,930,960,650.0,655.0,35,2,004;005,0.01444532615710159,0.025491204199999687,0.03605000670086156,0.00027407013253392205,0.0006110111877127867,0.3096553121893109,False,004:-0.00357967719;005:0.0324703295
leave027_out,1888,1920,960,990,650.0,655.0,31,2,004;005,0.007570796816111169,0.007868296357055379,0.011127451420918533,0.0002337876959394937,0.002107408000083837,0.09985824608194734,False,004:0.00200707111;005:0.0131345225
leave027_out,1888,1920,990,1020,645.0,650.0,6,2,003;025,0.025523309231545,0.017404964315904665,0.024614336588172137,0.0001170013743754359,0.00011823682284733042,0.4973740479087149,False,003:0.0378304775;025:0.0132161409
leave027_out,1888,1920,990,1020,650.0,655.0,28,2,004;005,0.020593554344856102,0.008402328887274615,0.011882687467902997,0.00010059055275621374,0.001315579643440598,0.07102998850445671,False,004:0.0146522106;005:0.0265348981
leave027_out,1888,1920,1020,1050,645.0,650.0,13,2,003;025,0.038688993920629855,0.03185746384210937,0.04505325742832156,0.00025376341391674306,0.0014962381281033435,0.14500753732126162,False,003:0.0612156226;025:0.0161623652
leave027_out,1888,1920,1020,1050,650.0,655.0,25,3,003;004;005,0.05171151974612561,0.012633717104883426,0.023755453639068946,2.0099672514894998e-05,0.0015942800013945722,0.012450399890269038,False,003:0.0373484751;004:0.0611039288;005:0.0566821553
leave027_out,1888,1920,1050,1080,650.0,655.0,28,3,003;004;005,0.06516796380556873,0.007704479361442389,0.01395700788123122,2.8634778172129552e-05,0.0021851380458704607,0.012934831370745317,False,003:0.0740314509;004:0.0613979974;005:0.0600744431
leave027_out,1888,1920,1080,1110,650.0,655.0,49,3,003;004;005,0.04198028969508035,0.010643347139884794,0.018985482297750877,8.885569468030724e-05,0.002584110384534872,0.0332423577580141,False,003:0.0475383114;004:0.0297085377;005:0.04869402
leave027_out,1888,1920,1110,1140,650.0,655.0,53,4,003;004;005;025,0.05396588599454333,0.036035349848421015,0.08617536537957449,0.0008569786712922658,0.0020556640974500745,0.2942271810635753,False,003:0.0907452748;004:0.0636920909;005:0.0568562688;025:0.00456990945
leave027_out,1888,1920,1140,1170,650.0,655.0,58,4,003;004;005;025,0.051095249167531165,0.03509223087177674,0.07398438537700258,0.00035571192982872577,0.0015680703432908783,0.18490238464039047,False,003:0.0918137146;004:0.0686058421;005:0.0178293292;025:0.0261321107
leave027_out,1888,1920,1170,1200,650.0,655.0,75,4,003;004;005;025,0.07358542396471535,0.010910833686418162,0.022969164679125242,0.00025202833221964915,0.0014523440556786478,0.14787163533576803,False,003:0.0805107082;004:0.0620060655;005:0.0849752301;025:0.066849692
leave027_out,1888,1920,1200,1230,650.0,655.0,52,4,003;004;005;025,0.09256055915393802,0.04311548070815688,0.09382907693458264,0.0010755448248276633,0.0008946596818675831,0.545905169322623,False,003:0.102430084;004:0.0555534612;005:0.149382538;025:0.0628761537
leave027_out,1888,1920,1230,1260,650.0,655.0,46,3,004;005;025,0.09009044388506027,0.06637966927530417,0.12171981771564333,0.0024150624572161525,0.001093398533558326,0.688353800588513,False,004:0.0445312103;005:0.166251028;025:0.0594890934
leave027_out,1888,1920,1260,1290,650.0,655.0,27,2,004;005,0.09061614535397666,0.05842135201442964,0.08262026835097913,0.0014719964710039534,0.0012301406147709139,0.5447526991702726,False,004:0.0493060112;005:0.13192628
leave027_out,1888,1920,1290,1320,650.0,655.0,30,2,004;005,0.03887361650077992,0.009162858759733803,0.01295823912812466,0.0004583644491293645,0.0019875248991755782,0.1874019564486928,False,004:0.0323944969;005:0.0453527361
leave027_out,1888,1920,1320,1350,650.0,655.0,13,2,004;005,0.07978073022238164,0.02449573900817566,0.03464220632571369,0.00024287114463649232,0.0007918071322383303,0.2347310754122224,False,004:0.0624596271;005:0.0971018334
leave027_out,1888,1920,1350,1380,645.0,650.0,24,2,004;026,-0.045990773177948086,0.08185519613805933,0.11576072852915331,0.002698678828842045,0.0004960664281749284,0.8447242617904,False,004:0.0118895911;026:-0.103871137
leave027_out,1888,1920,1380,1410,645.0,650.0,26,2,004;026,0.0014021187926687162,0.0013001584206893545,0.0018387016717724691,2.146508522513641e-05,0.0010901320592059287,0.019310129872745052,False,004:0.00232146963;026:0.000482767957
leave027_out,1888,1920,1410,1440,645.0,650.0,23,2,004;026,0.009673754317844896,0.011601422128861682,0.016406888517451534,3.5382471151417224e-06,0.0015224028805743504,0.002318731077455897,False,004:0.0178771986;026:0.00147031006
leave027_out,1888,1920,1440,1470,645.0,650.0,19,2,004;026,0.012075942308996446,0.002607629818206471,0.0036877454545560795,3.045683171174751e-06,0.00195939683780606,0.0015519859249982497,False,004:0.0102320696;026:0.013919815
leave027_out,1888,1920,1470,1500,645.0,650.0,17,2,004;026,0.002619383645793505,0.029457489020460886,0.041659180486192326,0.0011859376537435658,0.0023354393409676364,0.3367823597202855,False,004:0.0234489739;026:-0.0182102066
leave027_out,1888,1920,1470,1500,650.0,655.0,27,2,005;026,0.041340021488394996,0.05135059125385115,0.07262070258707354,0.0015848568762372648,0.00045274000791698486,0.7778068805278405,False,005:0.0776503728;026:0.00502967019
leave027_out,1888,1920,1500,1530,650.0,655.0,34,2,005;026,0.029510063576765333,0.031901732100431124,0.045115862199622825,0.0005122539056945158,0.0006203521985129227,0.4522789554034539,False,005:0.0520679947;026:0.00695213248
leave027_out,1888,1920,1530,1560,650.0,655.0,34,2,005;026,0.0042359768543462906,0.04453134423246718,0.06297683096425999,0.000923060236331513,0.00042826551126397993,0.6830775170043032,False,005:0.0357243923;026:-0.0272524386
leave027_out,1888,1920,1560,1590,650.0,655.0,34,2,005;026,0.008953336241916077,0.04179492673306001,0.059106952224283305,0.0010261268073838703,0.0005639476241376723,0.6453325624524189,False,005:0.0385068124;026:-0.0206001399
leave027_out,1888,1920,1590,1620,650.0,655.0,28,2,005;026,-0.005316467320085394,0.046759113147476966,0.06612737197770002,0.0008959227683105041,0.002374248219119509,0.27396817223144615,False,005:0.0277472187;026:-0.0383801533
leave027_out,1888,1920,1620,1650,650.0,655.0,37,3,005;017;026,-0.0650277747185631,0.03835021223567244,0.07552645344537723,0.0015564614731503996,0.0025236688763114437,0.38147346771793506,False,005:-0.0573096155;017:-0.106650081;026:-0.0311236276
leave027_out,1888,1920,1650,1680,650.0,655.0,38,3,005;017;026,-0.01849072321941018,0.05663656678840342,0.10464452937384294,0.0019953095890476217,0.0008520833648323927,0.7007496405891934,False,005:0.0213138032;017:-0.0833307262;026:0.00654475336
leave027_out,1888,1920,1680,1710,650.0,655.0,36,2,005;017,-0.049801253264774914,0.07220401121585956,0.10211189191920766,0.004495427666361926,0.002405551659699337,0.6514187992688414,False,005:0.00125469269;017:-0.100857199
leave027_out,1888,1920,1710,1740,650.0,655.0,34,2,005;017,-0.0679419577024305,0.05879171599896307,0.08314404212092086,0.0020862507465626247,0.002898208828834499,0.4185510414930806,False,005:-0.0263699366;017:-0.109513979
leave027_out,1888,1920,1740,1770,645.0,650.0,32,2,004;005,-0.058624182728436836,0.03288324151873373,0.046503926130583295,0.0016213845941756284,0.002569030974813368,0.3869269210850162,False,004:-0.0818761458;005:-0.0353722197
leave027_out,1888,1920,1770,1800,645.0,650.0,30,2,004;005,-0.03374400712920078,0.09406828287356207,0.13303264142894022,0.00363709494109368,0.004237082784050951,0.46190155569886815,False,004:-0.100260328;005:0.0327723136
leave027_out,1888,1920,1800,1830,645.0,650.0,45,3,004;005;017,-0.062103757756403866,0.0897452215212093,0.15879128401621756,0.005432297954068709,0.0009120010377809206,0.8562487299302024,False,004:-0.110415755;005:0.0414478829;017:-0.117343401
leave027_out,1888,1920,1830,1860,645.0,650.0,60,3,004;005;017,-0.04679880504547403,0.07657541020149856,0.1386451799070869,0.0026154782268431784,0.0025355649193864248,0.5077570023379874,False,004:-0.0973404475;005:0.0413047324;017:-0.0843607001
leave027_out,1888,1920,1950,1980,655.0,660.0,26,2,001;016,0.026694790778350352,0.00035319672542771276,0.0004994955992856376,4.305505066657479e-06,0.000249434963931837,0.016968144985508894,False,001:0.0269445386;016:0.026445043
leave027_out,1888,1920,1980,2010,655.0,660.0,47,2,001;016,0.014107219366508161,0.01722587089937855,0.024361060249589173,0.0001445115616393021,0.00018627891129578483,0.4368673630684053,False,001:0.00192668924;016:0.0262877495
leave027_out,1888,1920,2010,2040,650.0,655.0,28,2,001;016,-4.130318237116626e-05,0.01366533411189055,0.01932570083539531,7.211677253802608e-05,0.0004042016063989569,0.15140455570698677,False,001:-0.0097041536;016:0.00962154724
leave027_out,1888,1920,2010,2040,655.0,660.0,20,2,001;016,0.02980581736792942,0.032646976093166025,0.0461697963614256,0.0004916944968506127,6.985459688042215e-05,0.875603758139301,False,001:0.00672091919;016:0.0528907155
leave027_out,1888,1920,2040,2070,650.0,655.0,48,2,001;016,0.004308729792171562,0.017369593373923492,0.02456431452230845,8.263140689326878e-05,0.0003952419490150239,0.17291486514499532,False,001:-0.00797342747;016:0.0165908871
leave027_out,1888,1920,2070,2100,650.0,655.0,28,2,001;016,0.010664795067214072,0.018375367174239928,0.025986693471395483,0.0004749802983916097,0.001182736413769715,0.2865268202383821,False,001:-0.00232855167;016:0.0236581418
leave027_out,1888,1920,2100,2130,650.0,655.0,25,2,001;016,-0.016470082909052053,0.008905349614657956,0.012594066202723297,6.45302544603929e-05,0.0009973776939548712,0.06076821871113637,False,001:-0.022767116;016:-0.0101730498
leave027_out,1888,1920,2130,2160,645.0,650.0,2,2,001;005,-0.05024899929753701,0.003509003678902962,0.004962480593121654,6.156553409277261e-06,0.0,1.0,False,001:-0.047767759;005:-0.0527302396
leave027_out,1920,1952,1260,1290,655.0,660.0,39,2,003;025,0.07526237203043706,0.031175453498343796,0.04408874915048955,0.0004457979110509656,0.0003379672247187131,0.5687901779570482,False,003:0.0973067466;025:0.0532179975
leave027_out,1920,1952,1290,1320,655.0,660.0,33,2,003;025,0.08040046536621048,0.029077952242428536,0.041122434427279586,0.000539344379493868,0.0007377623705011127,0.42231738223604853,False,003:0.100961683;025:0.0598392482
leave027_out,1920,1952,1320,1350,655.0,660.0,28,2,003;025,0.09598680089328582,0.04391246684386831,0.062101606167857426,0.0005971687676250594,0.0004394317967795574,0.5760837762692614,False,003:0.127037604;025:0.0649359978
leave027_out,1920,1952,1350,1380,655.0,660.0,17,2,003;025,0.09115585692367745,0.028497064849868126,0.04030093559850911,5.610217302034019e-07,0.0020427829435146418,0.00027456059270773687,False,003:0.111306325;025:0.0710053891
leave027_out,1920,1952,1350,1380,660.0,665.0,31,2,003;017,0.08643806906974305,0.0869629917827687,0.12298424240373151,0.003584600139179936,0.0001895704899942187,0.9497716164370397,False,003:0.14793019;017:0.0249459479
leave027_out,1920,1952,1380,1410,660.0,665.0,45,3,003;017;025,0.06591632281837671,0.04945231094367765,0.09691119092008194,0.0016001986005367546,0.0005305396117177089,0.7510066658276323,False,003:0.108668518;017:0.011757327;025:0.0773231235
leave027_out,1920,1952,1410,1440,660.0,665.0,38,3,003;017;025,0.04489786358965375,0.03140981689068661,0.06269973987843969,0.0011145803611984206,0.0016446565728071797,0.4039451442034656,False,003:0.0773675924;017:0.0146678526;025:0.0426581458
leave027_out,1920,1952,1440,1470,660.0,665.0,27,3,003;017;025,0.08256502988270616,0.06137180950474995,0.12174382097180114,0.002583042840126832,0.0007537794781485573,0.7741026023410973,False,003:0.138923645;017:0.0171798236;025:0.0915916214
leave027_out,1920,1952,1470,1500,660.0,665.0,13,2,003;025,0.08792387070315044,0.006587714624610814,0.009316435367168197,7.993993700278177e-05,0.001450856448970206,0.05222114301763996,False,003:0.0925820884;025:0.083265653
leave027_out,1920,1952,1500,1530,660.0,665.0,24,2,003;025,0.06651508947805951,0.008224764022489728,0.011631572827923264,0.00016429653905109215,0.0007780811814712273,0.1743425544483688,False,003:0.0723308759;025:0.0606993031
leave027_out,1920,1952,1770,1800,660.0,665.0,10,2,001;016,0.026979666917554823,0.002302304065701653,0.003255949634421995,0.00012965053983912407,0.0012437101705892585,0.09440385097275945,False,001:0.0253516921;016:0.0286076417
leave027_out,1920,1952,1800,1830,660.0,665.0,13,3,001;016;026,0.04056178021793736,0.07214337635215898,0.14160118527712484,0.0030959092581104787,0.00025023699695802946,0.9252163599905449,False,001:0.0565593981;016:0.103363564;026:-0.0382376214
leave027_out,1920,1952,1830,1860,660.0,665.0,26,3,001;016;026,0.0026633398434986097,0.024217052317480243,0.0439554271349607,0.00012178560516094534,0.001060468326929881,0.10301137670615859,False,001:0.0187689235;016:-0.0251865036;026:0.0144075997
leave027_out,1920,1952,1860,1890,660.0,665.0,43,2,001;026,0.02200300817361267,0.02586938034641817,0.03658482853609257,0.00040035259617969543,0.0007518320733695555,0.3474725942468219,False,001:0.0402954224;026:0.00371059391
leave027_out,1920,1952,1890,1920,655.0,660.0,20,2,001;016,0.014715990140189206,0.007659294206778254,0.010831877745431484,7.3679675164916034e-06,0.00043980581285142715,0.016476743136481526,False,001:0.00930005127;016:0.020131929
leave027_out,1920,1952,1890,1920,660.0,665.0,29,2,001;026,0.025065637878640246,0.004277095358090733,0.006048726262974924,2.5849137933322732e-05,0.00022852867067485225,0.10161711068570002,False,001:0.028090001;026:0.0220412747
leave027_out,1920,1952,1920,1950,655.0,660.0,37,2,001;016,0.03317904293129459,0.035647565519263305,0.050413270622925666,0.0004960143760142991,0.0016392720842428488,0.23229406697711424,False,001:0.00797240762;016:0.0583856782
leave027_out,1952,1984,720,750,670.0,675.0,30,2,011;034,-0.11852727349031511,0.030794007420515926,0.04354930293391135,0.0010734416630365446,0.0019512695095790465,0.35489063311400265,False,011:-0.140301925;034:-0.096752622
leave027_out,1952,1984,750,780,670.0,675.0,30,2,011;034,-0.10067471132705919,0.06632542583282215,0.09379831674294792,0.002108732185304609,0.0004674127461508338,0.81856116073145,False,011:-0.14757387;034:-0.053775553
leave027_out,1952,1984,780,810,670.0,675.0,14,2,011;034,-0.111802549329866,0.05971663733285451,0.08445207841543834,0.0020534561797619045,0.0002357752581923587,0.8970068057412947,False,011:-0.154028589;034:-0.0695765101
leave027_out,1952,1984,870,900,670.0,675.0,17,2,029;034,-0.05824226953089351,0.003724938428505425,0.0052678584445970955,1.6595304840269705e-05,0.0012349812552759785,0.013259520327488644,False,029:-0.0608761988;034:-0.0556083403
leave027_out,1952,1984,900,930,670.0,675.0,20,2,029;034,-0.021640840249233406,0.010337713444614163,0.014619734557300035,0.0002479835863857509,0.0010784109440515823,0.18696065212511603,False,029:-0.0289507075;034:-0.014330973
leave027_out,1952,1984,930,960,670.0,675.0,28,2,029;034,-0.030967878734998067,0.03518541123721573,0.0497596857693452,0.0004265021379031025,0.0005749946047834297,0.42586472798603736,False,029:-0.0558477216;034:-0.00608803585
leave027_out,1952,1984,960,990,670.0,675.0,30,2,029;034,-0.016618939005866196,0.03803867170735183,0.0537948054231947,0.000711057356332614,0.00012000093833151591,0.8556046680455623,False,029:-0.0435163417;034:0.0102784637
leave027_out,1952,1984,990,1020,670.0,675.0,30,2,029;034,-0.0019245924706297046,0.025880119281068526,0.036600015683120546,0.0003258528695279392,0.00018260148311015253,0.6408694661325384,False,029:-0.0202246003;034:0.0163754154
leave027_out,1952,1984,1020,1050,670.0,675.0,42,3,017;029;034,0.005515318795175972,0.02583666295444496,0.051521528115188175,0.00041824694349926656,0.00028342943233991606,0.5960681560627669,False,017:0.00780039729;029:-0.0213879845;034:0.0301335436
leave027_out,1952,1984,1050,1080,670.0,675.0,38,3,017;029;034,0.022047375931019058,0.01935234812888332,0.03687465048102467,0.00028889592681967516,0.0002695931793553948,0.5172812211114369,False,017:0.0288374094;029:0.000215033946;034:0.0370896844
leave027_out,1952,1984,1080,1110,665.0,670.0,13,2,017;035,-0.033135806620464336,0.07874908457672752,0.111368023432874,0.0036332565137748188,0.0006600452333782169,0.8462616251429556,False,017:0.0225482051;035:-0.0888198183
leave027_out,1952,1984,1080,1110,670.0,675.0,39,3,017;029;034,0.007927275186716543,0.019353708177423573,0.03783042632261413,0.00022286797535851796,0.0004424173430711651,0.33499608240952616,False,017:0.00319712631;029:-0.00862286354;034:0.0292075628
leave027_out,1952,1984,1110,1140,665.0,670.0,30,2,017;035,-0.034471594702608854,0.04903467242966637,0.06934549877655627,0.0010554233368042934,0.0004714054661406369,0.6912519168937636,False,017:0.000201154686;035:-0.0691443441
leave027_out,1952,1984,1110,1140,670.0,675.0,30,2,029;034,0.030552736041670414,0.028441251475142117,0.04022200356700978,0.0003641059392820435,0.00010518348539863619,0.775866491195265,False,029:0.0104417343;034:0.0506637378
leave027_out,1952,1984,1140,1170,665.0,670.0,19,2,017;035,-0.030938134681576912,0.040426705528187265,0.05717199524002581,0.0007251828607618739,9.372034729309315e-05,0.8855538159195947,False,017:-0.00235213706;035:-0.0595241323
leave027_out,1952,1984,1140,1170,670.0,675.0,27,2,029;034,0.046061994957455,0.036394403099913306,0.05146945845837081,0.0005926037099251166,0.00033152177665279317,0.6412589183310617,False,029:0.0203272657;034:0.0717967242
leave027_out,1952,1984,1170,1200,665.0,670.0,12,2,017;035,0.008839278085588376,0.06588005960384272,0.09316847378170223,0.002150933375999359,0.00019538567134550148,0.9167267249666649,False,017:0.055423515;035:-0.0377449588
leave027_out,1952,1984,1170,1200,670.0,675.0,29,3,029;034;035,0.023018941334422987,0.06073331963521557,0.1214116429528076,0.0021155466878133027,0.0005095602198424784,0.8058897264883146,False,029:0.0209088536;034:0.0847798067;035:-0.0366318363
leave027_out,1952,1984,1200,1230,670.0,675.0,34,3,029;034;035,0.024437464619931386,0.06741069842195986,0.13474227280761397,0.0031020199527166613,0.0006365610619911017,0.8297319064407488,False,029:0.021771071;034:0.0931417979;035:-0.0416004749
leave027_out,1952,1984,1230,1260,670.0,675.0,41,3,029;034;035,0.03280551082563458,0.05390974458579205,0.1059195722344839,0.0021069573006295647,0.00026242659543797704,0.8892426863061214,False,029:0.0444400351;034:0.0799480348;035:-0.0259715374
leave027_out,1952,1984,1260,1290,670.0,675.0,38,3,029;034;035,0.04041383160546275,0.05683326856890496,0.11177963116506362,0.0022305301137874687,0.00020000309966274437,0.9177122540206583,False,029:0.0523217522;034:0.0903496869;035:-0.0214299443
leave027_out,1952,1984,1290,1320,670.0,675.0,38,3,029;034;035,0.0343934539191082,0.055627354190485284,0.10825103127461944,0.002323399356999025,0.000647792825500925,0.7819754543928981,False,029:0.0492182571;034:0.081106568;035:-0.0271444633
leave027_out,1952,1984,1320,1350,670.0,675.0,36,3,029;034;035,0.027354611450505217,0.05706122698586939,0.11385376909515799,0.0023086812197791124,0.0007607140745069183,0.7521615818193702,False,029:0.0318732308;034:0.0820221863;035:-0.0318315828
leave027_out,1952,1984,1350,1380,670.0,675.0,26,3,029;034;035,0.038593049496417585,0.0391945226459786,0.07459808596570383,0.0009686973649794227,0.0004935397014708558,0.6624762750208686,False,029:0.0524971016;034:0.0689400664;035:-0.00565801952
leave027_out,1952,1984,1380,1410,670.0,675.0,37,3,016;029;034,0.057287505760048894,0.034186437899415945,0.06836087602260932,0.0007661056817767427,0.00029671881670934524,0.7208204956396861,False,016:0.0910981719;029:0.0227372959;034:0.0580270494
leave027_out,1952,1984,1410,1440,670.0,675.0,37,3,016;029;034,0.039906766591722466,0.021576681948986234,0.04300754754217451,0.00029103529310244545,0.00014376762879495593,0.6693499018645506,False,016:0.0624337571;029:0.0194262096;034:0.0378603331
leave027_out,1952,1984,1440,1470,670.0,675.0,35,3,016;029;034,0.05556837729176323,0.01967617356739429,0.03563760069704358,0.0002558133939525282,0.000601285577791527,0.2984642408705614,False,016:0.0685690812;029:0.0329314805;034:0.0652045702
leave027_out,1952,1984,1470,1500,670.0,675.0,38,3,016;029;034,0.0433906302701151,0.017059721421216947,0.030509662873043908,0.00014658862500065354,0.00019178762083691347,0.43321192549379317,False,016:0.0630547025;029:0.0325450396;034:0.0345721487
leave027_out,1952,1984,1500,1530,670.0,675.0,30,2,029;034,0.03424888372609303,0.0009391372579767363,0.0013281406471605806,2.5269246060423872e-06,0.0003852179393299297,0.006516977634189001,False,029:0.0335848134;034:0.034912954
leave027_out,1952,1984,1530,1560,660.0,665.0,2,2,003;025,0.06187162759346165,0.0012843566206213566,0.0018163545518063984,8.247859644669555e-07,0.0,1.0,False,003:0.0627798049;025:0.0609634503
leave027_out,1952,1984,1530,1560,665.0,670.0,63,4,003;016;025;029,0.04356605705834227,0.02003827387794463,0.04525133017216376,0.0003321647740208892,0.0004879717502038318,0.40501156113597814,False,003:0.0647243028;016:0.035756016;025:0.0543109367;029:0.0194729727
leave027_out,1952,1984,1530,1560,670.0,675.0,17,3,015;029;034,-0.005080429769615573,0.05035270810886286,0.09452823794492815,0.0016917252098425093,2.1739189851698764e-05,0.9873127274452983,False,015:-0.0623694888;029:0.0321587491;034:0.0149694504
leave027_out,1952,1984,1560,1590,665.0,670.0,74,4,003;016;025;029,0.019643656842674773,0.01915576260660839,0.04529196170716432,0.00020134468001156865,0.000199453432439062,0.5023593518953255,False,003:0.0404039349;016:0.0160100606;025:0.0270486588;029:-0.00488802685
leave027_out,1952,1984,1560,1590,670.0,675.0,49,3,001;015;034,-0.021676650109213824,0.07309561917455604,0.13491725613965855,0.0030583638574957807,0.00028547053991603106,0.914627787746609,False,001:0.029530793;015:-0.105386463;034:0.0108257199
leave027_out,1952,1984,1590,1620,665.0,670.0,73,4,003;016;025;029,0.035354628252875386,0.01146435550247986,0.0278390769399266,0.00021552980560380486,0.0009807457015989034,0.1801673647133222,False,003:0.0334986992;016:0.0226585205;025:0.0504975974;029:0.034763696
leave027_out,1952,1984,1590,1620,670.0,675.0,46,3,001;015;034,-0.02660797896682728,0.0814160396081711,0.15552808665580642,0.004462253005628163,0.0006811297674203962,0.867571635735623,False,001:0.0372357546;015:-0.118292332;034:0.00123264054
leave027_out,1952,1984,1620,1650,665.0,670.0,65,4,003;016;025;029,0.0418373703608097,0.060534908092820874,0.13477851939137508,0.0018846727160413516,0.0021449217377554402,0.4677077898659411,False,003:0.129702538;016:-0.00507598145;025:0.0321723236;029:0.0105506014
leave027_out,1952,1984,1620,1650,670.0,675.0,44,3,001;015;034,-0.032878369001972864,0.09583527218878603,0.19086072469161763,0.005196523594162605,0.0004947112717201166,0.9130748803417401,False,001:0.0574711359;015:-0.133389589;034:-0.0227166541
leave027_out,1952,1984,1650,1680,665.0,670.0,50,5,001;003;016;025;029,0.025486319177116457,0.03168131667845441,0.08476396941034636,0.0004993202324202699,0.0002817029766132506,0.6393154859484332,False,001:-0.0161944405;003:0.0685695289;016:0.032261281;025:0.0344750648;029:0.00832016172
