frame_id,image,used_for_intrinsics,validation_opened,corner_count,detection_method,board_center_x_mm,board_center_y_mm,board_center_z_mm,plane_nx,plane_ny,plane_nz,plane_d_mm,board_tilt_deg,board_roll_deg,board_pitch_deg,apparent_width_px,apparent_height_px,apparent_bbox_area_fraction,image_center_u_px,image_center_v_px,image_center_u_norm,image_center_v_norm,corner_u_min_px,corner_u_max_px,corner_v_min_px,corner_v_max_px,corner_u_span_norm,corner_v_span_norm,corner_min_edge_distance_px,normalized_radius_min,normalized_radius_max,normalized_radius_median,image_center_radius_norm,formal_reprojection_rmse_px,solvepnp_reprojection_rmse_px
001,chess 001.tif,True,False,88,SB,-30.603546470712132,22.72109796840988,664.76884086507,0.04400600998855128,-0.4165923588652831,-0.9080276854919934,614.440687728249,24.765800458073528,-24.645097146391194,2.7745711932831525,2309.8809814453125,1438.9832763671875,0.27049805523261966,1729.172296003862,1776.6672293923118,0.42216120507906785,0.5922224097974372,565.1756591796875,2875.056640625,1070.8729248046875,2509.856201171875,0.563935786485672,0.4796610921223958,490.143798828125,0.01463391767951186,0.24567113716751413,0.11147893583438409,0.12068078083766855,0.16214732825756073,0.16215405532964014
002,chess 002.tif,True,False,88,SB,-47.01844183941811,28.146845906161232,664.7154146065976,0.3582933588724302,0.012889268507470476,-0.9335200778479563,637.0087887913577,21.009646411780004,0.7910421860680197,20.99724903716937,2216.190185546875,1651.5307006835938,0.2978601993802355,1528.2470259232955,1822.3829741044478,0.37310718406330456,0.6074609913681492,382.919677734375,2599.10986328125,953.8137817382812,2605.344482421875,0.54106205701828,0.5505102335611979,382.919677734375,0.011622979102620503,0.27196429764400903,0.12574507037820412,0.16628184327270829,0.1486326903104782,0.1486415022590977
003,chess 003.tif,True,False,88,SB,-18.926544056581257,-0.5072096571501845,664.0222073552505,0.021976470235078736,0.3239757995749745,-0.9458100845549082,628.6191623713461,18.94863131526217,18.90827550335103,1.3310626341738716,1677.2509765625,2182.143798828125,0.2978517917955954,1860.665503761985,1486.3705083673651,0.4542640390043909,0.49545683612245506,1059.332275390625,2736.583251953125,357.74462890625,2539.888427734375,0.4094851016998291,0.7273812662760417,357.74462890625,0.013541775333343067,0.20406939718165476,0.11136411163163419,0.045961053797863555,0.15282614529132843,0.1528242796121593
004,chess 004.tif,True,False,88,SB,-51.262974970051516,-39.021548129862325,648.6771903892012,0.04989183831788708,-0.021888673772886103,-0.9985147422195257,649.4172116669317,3.1231462100848577,-1.2557929740068732,2.860464926748272,2312.6438598632812,1640.3487548828125,0.30871927701937785,1486.744568564675,1071.5963152105157,0.36297474818473513,0.35719877173683856,328.19622802734375,2640.840087890625,258.639404296875,1898.9881591796875,0.5646103173494339,0.5467829182942708,258.639404296875,0.021038970937392786,0.28831437293499246,0.14011054200606948,0.19790934901743343,0.10124455392360687,0.10123953912507834
005,chess 005.tif,True,False,88,SB,45.618928074408245,5.494271478090525,652.9173572114065,0.04056941346691272,-0.029587710786370913,-0.9987385494018807,650.4055639811372,2.878183093024264,-1.696895821662726,2.3261132301357716,1653.84130859375,2303.3938903808594,0.3100136690978458,2581.429242220792,1576.010807384144,0.6302317485890605,0.5253369357947147,1754.86083984375,3408.7021484375,432.7001037597656,2736.093994140625,0.403769850730896,0.7677979634602865,263.906005859375,0.01304675035786581,0.24051379696776304,0.1351966436594706,0.13267354165782172,0.1031288281083107,0.10312626975108699
006,chess 006.tif,True,False,88,SB,-11.810071458880202,4.962178669642654,702.979272331423,0.043455972338218504,-0.00809164920052727,-0.9990225741600415,702.8455325733856,2.5334650585219993,-0.46406079567794584,2.4907097141558623,2248.489013671875,1702.5784301757812,0.31154206503621024,1944.2823028564453,1564.2925699407403,0.47467829659581184,0.5214308566469135,814.580322265625,3063.0693359375,708.6674194335938,2411.245849609375,0.5489475131034851,0.5675261433919271,588.754150390625,0.013594361643919166,0.19277439757706993,0.10629759256549084,0.03317333688235521,0.09532535821199417,0.09532185190306573
007,chess 007.tif,True,False,88,SB,67.99899173141047,-44.11281611107967,706.9836039768452,0.04450615471089287,-0.007603380654202954,-0.9989801753766075,702.9008245103705,2.5878392327443622,-0.4360779326569814,2.5509312087971376,2070.2366943359375,1462.5946350097656,0.24641252297657018,2773.0894581187854,1054.6145043806596,0.6770237934860316,0.35153816812688654,1733.9517822265625,3804.1884765625,324.9028015136719,1787.4974365234375,0.5054288804531097,0.4875315450032552,291.8115234375,0.014607270556534244,0.2843469318704942,0.14387160082265732,0.2310375272186442,0.11779297888278961,0.11779715811946749
008,chess 008.tif,True,False,88,SB,-32.35018516370452,5.624262689561839,705.2605811694826,0.06991637424892175,-0.03849197440657654,-0.9968099460369405,705.4890584859633,4.5777509829218035,-2.2113869084035027,4.012162287473505,2453.1700134277344,2530.4356079101562,0.5051748660672994,1729.961666800759,1573.6245349537242,0.42235392255877907,0.5245415116512414,490.9169006347656,2944.0869140625,314.91766357421875,2845.353271484375,0.5989184603095055,0.8434785359700521,154.646728515625,0.014253575946977036,0.2215639084445116,0.1065713214511386,0.08143217506696045,0.0939609482884407,0.09395401370718623
009,chess 009.tif,True,False,88,SB,-44.789286670148,-40.75027795193537,703.9450965546126,0.04883473177103667,0.04532403705187188,-0.9977779816362814,706.415157531539,3.8202510385092014,2.600871269740677,2.80201917858217,2098.006103515625,1482.248291015625,0.2530734018128569,1600.2779319069602,1085.9302004033868,0.3906928544694727,0.36197673346779563,551.609130859375,2649.615234375,338.268310546875,1820.5166015625,0.5122085213661194,0.494082763671875,338.268310546875,0.01532286137384188,0.2611508870727395,0.12814308330685495,0.17606383549227764,0.11117831617593765,0.11117913597579772
010,chess 010.tif,True,False,88,SB,43.15715156490279,-32.872711395326554,680.4707215461327,-0.12774021094682803,-0.012836826578293516,-0.991724585956534,679.9304669303071,7.376196010975522,-0.7415918929848384,-7.3396352740485415,2180.79931640625,1536.1047668457031,0.272618507931762,2543.516170154918,1158.166454661976,0.6209756274792281,0.3860554848873254,1463.4521484375,3644.25146484375,401.3113708496094,1937.4161376953125,0.5324217081069946,0.5120349222819011,401.3113708496094,0.006707275418642229,0.2622010600432379,0.12391859189440992,0.16618801090408267,0.11981108039617538,0.1198090913787063
011,chess 011.tif,True,False,88,SB,6.138672109800936,-33.40379576124035,678.9530751159369,0.03390063789529421,0.21461151498164774,-0.9761109795446286,669.6942855303599,12.548886333835904,12.39997745547601,1.989100751395787,2207.8410034179688,1526.7846984863281,0.27432437017490685,2134.416311784224,1144.0870177529075,0.5210977323691953,0.3813623392509692,1021.2349243164062,3229.075927734375,374.6206970214844,1901.4053955078125,0.53902368247509,0.5089282328287761,374.6206970214844,0.011119556583234134,0.22101070858490388,0.12015891237177728,0.12049899941129935,0.11915240436792374,0.11914921943902938
012,chess 012.tif,True,False,88,SB,-7.949629573116695,39.04701039528379,705.1615941209134,0.044013790400293094,-0.06507526451471703,-0.9969092216460527,705.8729837895426,4.505920071431838,-3.7347990640802307,2.5279812358788845,2092.4827270507812,1473.7540283203125,0.25096068100437513,1984.7787551879883,1920.8682278719816,0.48456512577831745,0.6402894092906606,939.4767456054688,3031.95947265625,1190.8907470703125,2664.644775390625,0.5108600407838821,0.4912513427734375,335.355224609375,0.017311313448865176,0.21968969493222476,0.12091158268272945,0.14113594050192044,0.08958833664655685,0.08959775262591206
013,chess 013.tif,True,False,88,SB,0.0026962118262190415,11.201614204262967,712.278195371598,0.04517933747689414,-0.008953439912809079,-0.9989387685833785,711.6224745399356,2.6398612073887753,-0.5135255521914062,2.5895706614686884,1460.236083984375,2074.9793701171875,0.24657875567775772,2068.8036831942472,1628.2684194391425,0.5050790242173455,0.5427561398130475,1337.35498046875,2797.591064453125,595.8878173828125,2670.8671875,0.3565029501914978,0.6916597900390625,329.1328125,0.018546432150612715,0.1852166657401457,0.10299897192617713,0.04305675299779637,0.10616084933280945,0.10615669499474689
014,chess 014.tif,True,False,88,SB,-64.35331187904804,-47.89038306540523,709.8766875655414,0.04562544855853535,-0.00818872639916976,-0.9989250538472804,711.6575958279723,2.656867499970087,-0.46967382719431344,2.6151412031196277,2130.3856506347656,1523.9113464355469,0.2642023816150549,1402.2132651589134,1017.3904966874557,0.34233722293918784,0.3391301655624852,334.2986755371094,2464.684326171875,260.4856262207031,1784.39697265625,0.5201136842370033,0.5079704488118489,260.4856262207031,0.003405896632452687,0.28581638233746065,0.14445241966453704,0.22524798534610865,0.09709671139717102,0.0970923340303098
015,chess 015.tif,True,False,88,SB,-49.60919120891069,-45.89924744727934,672.642827400125,0.19989059413404692,-0.14354901702191308,-0.9692458047826569,655.2838574268721,14.24653254007179,-8.42448436166039,11.652913333423202,2323.611053466797,1660.8353729248047,0.3140572453219992,1515.6462163058195,1016.5129037336869,0.37003081452778797,0.3388376345778956,345.5017395019531,2669.11279296875,217.9301300048828,1878.7655029296875,0.5672878548502922,0.5536117909749348,217.9301300048828,0.007112722487831352,0.284150059219302,0.13848751054328234,0.2070393614768896,0.11085159331560135,0.1108490357910451
016,chess 016.tif,True,False,88,SB,-34.18335276551183,0.6225615792236994,668.4017811445506,0.039173786606369394,-0.3055561156041333,-0.9513678965888182,637.4253154683091,17.94217622254266,-17.805748860055772,2.357894811577782,1611.2846069335938,2124.5603942871094,0.2785865445813465,1693.4254934137518,1538.2436658685858,0.41343395835296676,0.5127478886228619,904.0628051757812,2515.347412109375,510.1127014160156,2634.673095703125,0.3933800309896469,0.7081867980957032,365.326904296875,0.006299886881925565,0.22024505463078012,0.11907993739205926,0.08749964703229829,0.13024502992630005,0.13024426746639273
017,chess 017.tif,True,False,88,SB,13.229213175053886,-39.167405347291066,671.0570855806752,0.029521619403286167,-0.29235151399691783,-0.955855149199667,629.5921726102396,17.087888523497888,-17.006428168721172,1.7690197978604614,2331.02392578125,1611.6592712402344,0.3057304949111458,2212.102182561701,1093.3893599076705,0.5400640094144777,0.3644631199692235,1074.188720703125,3405.212646484375,309.7342834472656,1921.3935546875,0.569097638130188,0.5372197570800781,309.7342834472656,0.014634314255068542,0.22316207643098268,0.1259356844502908,0.14133425168316582,0.12288378179073334,0.12288443297215755
018,chess 018.tif,True,False,88,SB,51.67407832533392,-18.29509754528121,709.1598338641405,0.04391376577176686,0.02964665795500805,-0.9985953418917201,706.4368918805645,3.0372028227948165,1.7005182316762066,2.5179903350707344,1506.49853515625,2118.3828125,0.25971196321056533,2603.5617842240767,1321.2146249250932,0.6356352012265812,0.44040487497503106,1844.6025390625,3351.10107421875,264.270751953125,2382.653564453125,0.36779749393463135,0.7061276041666666,264.270751953125,0.005951513307016879,0.23768922544581977,0.12413069992222966,0.14815021680212576,0.12401735037565231,0.12400383337874249
